"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","mean_mean","mean_sd","sd_mean","sd_sd"
1790,50,0.0828571428571429,2.85795918367347,0.482940233326893,0.00907911802853435,0.5,0.9,4,0.515579388205856,9.34107434694802e-06,0.0108280729527378,3.27158746068621e-06
1791,50,0.0991428571428571,2.88163265306122,0.507987943094706,0.190539066536541,0.5,0.9,4,0.478379568482663,9.2966309889445e-06,0.00789321751908561,3.31574936610963e-06
1792,50,0.0615238095238095,2.92326530612245,0.462029477073118,0.00225766513728061,0.5,0.9,4,0.575276910611862,9.2839325137833e-06,0.00747370580548835,3.35660717194798e-06
1793,50,0.0361904761904762,2.88081632653061,0.48558928155087,-0.0831260364842457,0.5,0.9,4,0.520250507617205,9.50772897716919e-06,0.0107669753228839,3.69305822419923e-06
1794,50,0.0516666666666667,2.87755102040816,0.444269660088449,-0.209334014648271,0.5,0.9,4,0.494853561453308,9.5513790574368e-06,0.00610583213666077,3.62681152482656e-06
1795,50,0.0442857142857143,2.87673469387755,0.455443777975841,0.00707533147036087,0.5,0.9,4,0.449669675772858,9.31250306003109e-06,0.00330852073538727,3.34287541636112e-06
1796,50,0.121627705627706,2.9069387755102,0.510906366134031,-0.158677160346609,0.5,0.9,4,0.577830521280506,9.57915715923979e-06,0.0115130190339272,3.52791903118682e-06
1797,50,0.027952380952381,2.86204081632653,0.583309071598954,-0.122711982875366,0.5,0.9,4,0.490407213629321,9.56248847730537e-06,0.00768576805976283,3.71482223518289e-06
1798,50,0.0599047619047619,2.88244897959184,0.478062094881745,-0.0604846168074482,0.5,0.9,4,0.476557764602868,9.35694394910455e-06,0.00688843074177094,3.48454695219494e-06
1799,50,0.0555238095238095,2.89469387755102,0.470399422746263,-0.11263826166634,0.5,0.9,4,0.430285664571963,9.29504341501483e-06,0.00589009992727096,3.34114541168155e-06
1800,50,0.0527619047619048,2.87673469387755,0.497558854659104,-0.141033167009099,0.5,0.9,4,0.533210015730247,9.73073315038626e-06,0.00743388438854152,3.90255374979401e-06
2001,50,0.571177610315381,1.74938775510204,0.425711478210693,-0.0396665573924036,0.1,0.1,16,0.51627894552381,2.09782977967296e-06,0.0010239026357571,1.82497693224906e-07
2002,50,0.543118998476584,1.73387755102041,0.594961145000359,-0.0340552016985136,0.1,0.1,16,0.487644084582516,2.09793094176161e-06,0.00221704467235034,1.78323453834417e-07
2003,50,0.580475583240289,1.74448979591837,0.520899741202998,-0.0547417363225688,0.1,0.1,16,0.502738665171876,2.09795665147657e-06,0.000985216660186541,1.89506484491544e-07
2004,50,0.5522567391329,1.74938775510204,0.508792743322893,-0.0204130197847803,0.1,0.1,16,0.495441485731048,2.09421550056512e-06,0.00156655515545947,1.54619961970512e-07
2005,50,0.541663910221186,1.72571428571429,0.468346895448902,-0.0134805036405111,0.1,0.1,16,0.500267557546507,2.10073384244811e-06,0.00107485690800027,2.05192055247457e-07
2006,50,0.575748940601882,1.75755102040816,0.531449918076701,-0.00333638401828456,0.1,0.1,16,0.479349086951347,2.09438298069715e-06,0.000807681706646943,1.56831573788987e-07
2007,50,0.566964779974068,1.78612244897959,0.456270654259507,0.0510319198354239,0.1,0.1,16,0.493699085557336,2.09469011395025e-06,0.000200746833745815,1.54959919536486e-07
2008,50,0.564649960119,1.73061224489796,0.440422041646879,-0.0227272727272728,0.1,0.1,16,0.472392644228076,2.09609017533282e-06,0.00111973358598383,1.64740658737849e-07
2009,50,0.562715297086814,1.76244897959184,0.500059710298891,0.0200024226415386,0.1,0.1,16,0.534254009560143,2.09726310489112e-06,0.00191867524699421,1.7829522857669e-07
2010,50,0.550478929223511,1.74938775510204,0.419234408948861,0.00823580407455566,0.1,0.1,16,0.508276761087493,2.09812315053888e-06,0.000120510488810718,1.79973827911492e-07
2011,50,0.571807943690297,1.74775510204082,0.443791149691548,0.0261960784313725,0.1,0.1,16,0.494693741857293,2.09150603460536e-06,0.000287437047517319,1.3317491629067e-07
2012,50,0.5343577363469,1.73469387755102,0.525773262470409,-0.0180223354971753,0.1,0.1,16,0.489470434689447,2.09686084126772e-06,0.00155255213658678,1.70641006867308e-07
2013,50,0.575514975220858,1.77142857142857,0.50169233076815,0.0119274472439831,0.1,0.1,16,0.512338559616828,2.09530884961239e-06,0.00105861077878644,1.62650083650091e-07
2014,50,0.5811279178338,1.77224489795918,0.414147707057523,0.0745978118518732,0.1,0.1,16,0.493939287632597,2.09360494311517e-06,0.00295451924054307,1.5057616405248e-07
2015,50,0.564141089904248,1.77224489795918,0.468327947567672,0.0168764335590555,0.1,0.1,16,0.487191066833636,2.09716246861292e-06,0.00116515290123334,1.76267322963748e-07
