"utterance","init_lang_exp","percent_bias","utt_biased","level_bias","metric_biased","size_net","mean_cond","std_cond","network_type","rewire"
4,"With (strong)",20,7,"Highest","Closeness c.",150,0.636971212723016,0.0566037107536615,"Small-world",0.1
4,"With (strong)",20,7,"Highest","Closeness c.",150,0.620265970427354,0.0240105998766701,"Small-world",0.9
4,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.634795639607322,0.0686900393957988,"Small-world",0.1
4,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.621429442206676,0.0269990989420676,"Small-world",0.9
4,"With (strong)",20,7,"Highest","Clustering",150,0.637013773820706,0.0474303521201421,"Small-world",0.1
4,"With (strong)",20,7,"Highest","Clustering",150,0.632424180504158,0.027452431733654,"Small-world",0.9
4,"With (strong)",20,7,"Highest","Degree",150,0.627791052500074,0.0459465755001888,"Small-world",0.1
4,"With (strong)",20,7,"Highest","Degree",150,0.616607994676999,0.0230820362662516,"Small-world",0.9
4,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.638680327518088,0.0473194395210351,"Small-world",0.1
4,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.650536649952363,0.0224024989673906,"Small-world",0.9
4,"With (strong)",20,7,"Lowest","Closeness c.",150,0.641121103234575,0.0716408211708324,"Small-world",0.1
4,"With (strong)",20,7,"Lowest","Closeness c.",150,0.65066675321152,0.025693750296702,"Small-world",0.9
4,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.640824959328419,0.0744973985416433,"Small-world",0.1
4,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.646215079645995,0.0280565527711572,"Small-world",0.9
4,"With (strong)",20,7,"Lowest","Clustering",150,0.630526285760351,0.0494126283501653,"Small-world",0.1
4,"With (strong)",20,7,"Lowest","Clustering",150,0.634871969795121,0.024028840515978,"Small-world",0.9
4,"With (strong)",20,7,"Lowest","Degree",150,0.639432134231765,0.0423685954353336,"Small-world",0.1
4,"With (strong)",20,7,"Lowest","Degree",150,0.647396237294651,0.0236759371534402,"Small-world",0.9
4,"With (strong)",20,7,"Random","No biased agents",150,0.634122661388376,0.0438098385645916,"Small-world",0.1
4,"With (strong)",20,7,"Random","No biased agents",150,0.632751214783654,0.0237828914763059,"Small-world",0.9
5,"Without",0,NA,"None","No biased agents",150,0.096685297159184,0.0346375673055947,"Small-world",0.1
5,"Without",0,NA,"None","No biased agents",150,0.099434461097329,0.0188837606667978,"Small-world",0.9
5,"Without",20,7,"Highest","Betweenness c.",150,0.0807377870821375,0.0315036522348176,"Small-world",0.1
5,"Without",20,7,"Highest","Betweenness c.",150,0.077289506503613,0.0155957955741969,"Small-world",0.9
5,"Without",20,7,"Highest","Closeness c.",150,0.0829440180145557,0.0343107395468405,"Small-world",0.1
5,"Without",20,7,"Highest","Closeness c.",150,0.077568430516261,0.0159947460060155,"Small-world",0.9
5,"Without",20,7,"Highest","Eigenvector c.",150,0.0838816454316955,0.0340687923250956,"Small-world",0.1
5,"Without",20,7,"Highest","Eigenvector c.",150,0.0784461773360901,0.0168935592904236,"Small-world",0.9
5,"Without",20,7,"Highest","Clustering",150,0.0830102068549997,0.0311708090940846,"Small-world",0.1
5,"Without",20,7,"Highest","Clustering",150,0.0825377445474731,0.0183175759849408,"Small-world",0.9
5,"Without",20,7,"Highest","Degree",150,0.0792154447190287,0.0307174265135666,"Small-world",0.1
5,"Without",20,7,"Highest","Degree",150,0.0769059694662984,0.0157990720967319,"Small-world",0.9
5,"Without",20,7,"Lowest","Betweenness c.",150,0.0824593955358281,0.0304091283556691,"Small-world",0.1
5,"Without",20,7,"Lowest","Betweenness c.",150,0.0867780856832514,0.0170229358909204,"Small-world",0.9
5,"Without",20,7,"Lowest","Closeness c.",150,0.0840697294472122,0.0335616347740103,"Small-world",0.1
5,"Without",20,7,"Lowest","Closeness c.",150,0.083863082297915,0.017239387058236,"Small-world",0.9
5,"Without",20,7,"Lowest","Eigenvector c.",150,0.0861099495919273,0.0356312751032997,"Small-world",0.1
5,"Without",20,7,"Lowest","Eigenvector c.",150,0.0845623786793482,0.0173060141900205,"Small-world",0.9
5,"Without",20,7,"Lowest","Clustering",150,0.0822975316804312,0.0337963564828894,"Small-world",0.1
5,"Without",20,7,"Lowest","Clustering",150,0.0820392852005773,0.0174940561742037,"Small-world",0.9
5,"Without",20,7,"Lowest","Degree",150,0.0824116478245267,0.0313099273436058,"Small-world",0.1
5,"Without",20,7,"Lowest","Degree",150,0.0844905742981478,0.0170083597567716,"Small-world",0.9
5,"Without",20,7,"Random","No biased agents",150,0.080156136578036,0.0303419461908637,"Small-world",0.1
5,"Without",20,7,"Random","No biased agents",150,0.0818712586676009,0.0167293882568432,"Small-world",0.9
5,"With (weak)",0,NA,"None","No biased agents",150,0.0667498054754965,0.0248177879281448,"Small-world",0.1
5,"With (weak)",0,NA,"None","No biased agents",150,0.0666619073517066,0.0138848570769763,"Small-world",0.9
5,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0555719920845394,0.0229619583606566,"Small-world",0.1
5,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0546032433080648,0.012449668507662,"Small-world",0.9
5,"With (weak)",20,7,"Highest","Closeness c.",150,0.0560464875211544,0.0235920586301844,"Small-world",0.1
5,"With (weak)",20,7,"Highest","Closeness c.",150,0.0547680923149284,0.0120677899245728,"Small-world",0.9
5,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0570888718659507,0.0251404695703625,"Small-world",0.1
5,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0551095585884613,0.0126732484739023,"Small-world",0.9
5,"With (weak)",20,7,"Highest","Clustering",150,0.0573192985883761,0.0214962637221244,"Small-world",0.1
5,"With (weak)",20,7,"Highest","Clustering",150,0.0572281841867353,0.0128175393504699,"Small-world",0.9
5,"With (weak)",20,7,"Highest","Degree",150,0.0543296517259001,0.0217374179780354,"Small-world",0.1
5,"With (weak)",20,7,"Highest","Degree",150,0.0532619190419142,0.0114553312084216,"Small-world",0.9
5,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.058967300815546,0.0223942919103022,"Small-world",0.1
5,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0570302914433306,0.0121233332296918,"Small-world",0.9
5,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0589765064098258,0.0243969798966395,"Small-world",0.1
5,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0591558722626072,0.0136493248665516,"Small-world",0.9
5,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0583428353693976,0.0237568329307893,"Small-world",0.1
5,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0584691447305147,0.0130775495752367,"Small-world",0.9
5,"With (weak)",20,7,"Lowest","Clustering",150,0.0578307799862291,0.0241602431276625,"Small-world",0.1
5,"With (weak)",20,7,"Lowest","Clustering",150,0.0576781417048976,0.0127434667077519,"Small-world",0.9
5,"With (weak)",20,7,"Lowest","Degree",150,0.058286109688623,0.0228961565566871,"Small-world",0.1
5,"With (weak)",20,7,"Lowest","Degree",150,0.0582440715377395,0.0126744723788882,"Small-world",0.9
5,"With (weak)",20,7,"Random","No biased agents",150,0.0578905727736449,0.023302523434072,"Small-world",0.1
5,"With (weak)",20,7,"Random","No biased agents",150,0.057418499301747,0.0127369388106592,"Small-world",0.9
5,"With (strong)",0,NA,"None","No biased agents",150,0.0338564170291525,0.0144000645183284,"Small-world",0.1
5,"With (strong)",0,NA,"None","No biased agents",150,0.0330528497610667,0.00815990128258903,"Small-world",0.9
5,"With (strong)",20,7,"Highest","Betweenness c.",150,0.02881416816844,0.0130110522347904,"Small-world",0.1
5,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0295570484584473,0.00748427357754622,"Small-world",0.9
5,"With (strong)",20,7,"Highest","Closeness c.",150,0.0296642689631993,0.0126174162141918,"Small-world",0.1
5,"With (strong)",20,7,"Highest","Closeness c.",150,0.0292803983468298,0.00714441659272211,"Small-world",0.9
5,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0306143728086485,0.0130543304423745,"Small-world",0.1
5,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0296528155385663,0.00736693493993552,"Small-world",0.9
5,"With (strong)",20,7,"Highest","Clustering",150,0.030218313532518,0.0130548068827095,"Small-world",0.1
5,"With (strong)",20,7,"Highest","Clustering",150,0.0295221204215708,0.00722734423411955,"Small-world",0.9
5,"With (strong)",20,7,"Highest","Degree",150,0.0298163555114376,0.0133261687642393,"Small-world",0.1
5,"With (strong)",20,7,"Highest","Degree",150,0.0283676579990549,0.00706004232803163,"Small-world",0.9
5,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0301817214328393,0.0124854715697519,"Small-world",0.1
5,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.030503997278232,0.00748644783784543,"Small-world",0.9
5,"With (strong)",20,7,"Lowest","Closeness c.",150,0.030243470793971,0.0131122780285946,"Small-world",0.1
5,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0298261000852549,0.00767662993645676,"Small-world",0.9
5,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0303262674770085,0.0129161846286586,"Small-world",0.1
5,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0306417619353814,0.00770267496592823,"Small-world",0.9
5,"With (strong)",20,7,"Lowest","Clustering",150,0.0308762868234612,0.0139492216314761,"Small-world",0.1
5,"With (strong)",20,7,"Lowest","Clustering",150,0.0297459201186126,0.00703208383121808,"Small-world",0.9
5,"With (strong)",20,7,"Lowest","Degree",150,0.0304739824744583,0.0134037934737218,"Small-world",0.1
5,"With (strong)",20,7,"Lowest","Degree",150,0.0301781313316223,0.00745390416005992,"Small-world",0.9
5,"With (strong)",20,7,"Random","No biased agents",150,0.0308739713189595,0.0132876628147664,"Small-world",0.1
5,"With (strong)",20,7,"Random","No biased agents",150,0.0305680816179257,0.00782705043927308,"Small-world",0.9
6,"Without",0,NA,"None","No biased agents",150,0.0983739155960932,0.0342159177230624,"Small-world",0.1
6,"Without",0,NA,"None","No biased agents",150,0.101554583113127,0.0189442258734511,"Small-world",0.9
6,"Without",20,7,"Highest","Betweenness c.",150,0.080929650251654,0.0316084181098696,"Small-world",0.1
6,"Without",20,7,"Highest","Betweenness c.",150,0.0748423824688856,0.0157979451022085,"Small-world",0.9
6,"Without",20,7,"Highest","Closeness c.",150,0.0834925553612309,0.0336631707752658,"Small-world",0.1
6,"Without",20,7,"Highest","Closeness c.",150,0.0794423623761425,0.0170677110488689,"Small-world",0.9
6,"Without",20,7,"Highest","Eigenvector c.",150,0.0842183755352068,0.0341283075801506,"Small-world",0.1
6,"Without",20,7,"Highest","Eigenvector c.",150,0.0783556803130059,0.0173262744418329,"Small-world",0.9
6,"Without",20,7,"Highest","Clustering",150,0.08423469674857,0.0326005557916696,"Small-world",0.1
6,"Without",20,7,"Highest","Clustering",150,0.0801767156178747,0.016690945719437,"Small-world",0.9
6,"Without",20,7,"Highest","Degree",150,0.0790691253773669,0.0306918994694018,"Small-world",0.1
6,"Without",20,7,"Highest","Degree",150,0.0780717119514817,0.0162453030139577,"Small-world",0.9
6,"Without",20,7,"Lowest","Betweenness c.",150,0.0824444234901752,0.0289664442153264,"Small-world",0.1
6,"Without",20,7,"Lowest","Betweenness c.",150,0.0873268819191792,0.0180341134799354,"Small-world",0.9
6,"Without",20,7,"Lowest","Closeness c.",150,0.0843769210062814,0.0336563585424727,"Small-world",0.1
6,"Without",20,7,"Lowest","Closeness c.",150,0.0859357270342107,0.0172310573362119,"Small-world",0.9
6,"Without",20,7,"Lowest","Eigenvector c.",150,0.0866365057293045,0.0350068290062175,"Small-world",0.1
6,"Without",20,7,"Lowest","Eigenvector c.",150,0.0866968576124947,0.0183858894803245,"Small-world",0.9
6,"Without",20,7,"Lowest","Clustering",150,0.0814065585683765,0.0323798492066876,"Small-world",0.1
6,"Without",20,7,"Lowest","Clustering",150,0.0818753982910119,0.0177601322238094,"Small-world",0.9
6,"Without",20,7,"Lowest","Degree",150,0.0831719324872233,0.0315914738068205,"Small-world",0.1
6,"Without",20,7,"Lowest","Degree",150,0.0834326489405617,0.0159342215105564,"Small-world",0.9
6,"Without",20,7,"Random","No biased agents",150,0.0825066158844432,0.031609751996421,"Small-world",0.1
6,"Without",20,7,"Random","No biased agents",150,0.0798222121032928,0.0153558051910162,"Small-world",0.9
6,"With (weak)",0,NA,"None","No biased agents",150,0.0668399372059889,0.0247318709072566,"Small-world",0.1
6,"With (weak)",0,NA,"None","No biased agents",150,0.0681201420025527,0.0136479960507627,"Small-world",0.9
6,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0590877401620738,0.0233006590002926,"Small-world",0.1
6,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0535655299932486,0.011638915376794,"Small-world",0.9
6,"With (weak)",20,7,"Highest","Closeness c.",150,0.0583609303439506,0.0258493281958962,"Small-world",0.1
6,"With (weak)",20,7,"Highest","Closeness c.",150,0.0557816809956085,0.0119434044600393,"Small-world",0.9
6,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0568783193878378,0.0259722815704951,"Small-world",0.1
6,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0562322928980838,0.0125292422897908,"Small-world",0.9
6,"With (weak)",20,7,"Highest","Clustering",150,0.0568540972501985,0.0216681850342388,"Small-world",0.1
6,"With (weak)",20,7,"Highest","Clustering",150,0.0550636877679566,0.0125363755233636,"Small-world",0.9
6,"With (weak)",20,7,"Highest","Degree",150,0.0568927376119524,0.0226693374342729,"Small-world",0.1
6,"With (weak)",20,7,"Highest","Degree",150,0.0531666026989167,0.0117736423700786,"Small-world",0.9
6,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.057792081586335,0.0227446892341967,"Small-world",0.1
6,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0577721799589654,0.0129923280929854,"Small-world",0.9
6,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0574042078267395,0.0237092250980208,"Small-world",0.1
6,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0599802906277383,0.0134222487160241,"Small-world",0.9
6,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0585183656834353,0.0234220554009687,"Small-world",0.1
6,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0579154020305351,0.0131360614690707,"Small-world",0.9
6,"With (weak)",20,7,"Lowest","Clustering",150,0.0572135055270273,0.0241484415915212,"Small-world",0.1
6,"With (weak)",20,7,"Lowest","Clustering",150,0.0563863297459849,0.0124440774633926,"Small-world",0.9
6,"With (weak)",20,7,"Lowest","Degree",150,0.055925952865424,0.0233802736144077,"Small-world",0.1
6,"With (weak)",20,7,"Lowest","Degree",150,0.0592816144428903,0.0127423210075825,"Small-world",0.9
6,"With (weak)",20,7,"Random","No biased agents",150,0.0577877882532967,0.0227595982643159,"Small-world",0.1
6,"With (weak)",20,7,"Random","No biased agents",150,0.0556603943183134,0.012547024069286,"Small-world",0.9
6,"With (strong)",0,NA,"None","No biased agents",150,0.033240347220076,0.0135857743691442,"Small-world",0.1
6,"With (strong)",0,NA,"None","No biased agents",150,0.0329358435616443,0.00777892630505332,"Small-world",0.9
6,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0305729004876205,0.0135952995321593,"Small-world",0.1
6,"With (strong)",20,7,"Highest","Betweenness c.",150,0.029588906302248,0.00767373635313998,"Small-world",0.9
6,"With (strong)",20,7,"Highest","Closeness c.",150,0.0301334473272883,0.0131669244438561,"Small-world",0.1
6,"With (strong)",20,7,"Highest","Closeness c.",150,0.0289492741062729,0.00695336887436645,"Small-world",0.9
6,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0298597720556925,0.0128428098303685,"Small-world",0.1
6,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0297484229088652,0.00733363918050683,"Small-world",0.9
6,"With (strong)",20,7,"Highest","Clustering",150,0.0299002356010685,0.0125915624533796,"Small-world",0.1
6,"With (strong)",20,7,"Highest","Clustering",150,0.0302216746978842,0.00789967766402644,"Small-world",0.9
6,"With (strong)",20,7,"Highest","Degree",150,0.0306584511125242,0.0131963266289288,"Small-world",0.1
6,"With (strong)",20,7,"Highest","Degree",150,0.0295322792345793,0.00748906618270777,"Small-world",0.9
6,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0297538326860966,0.012281852231152,"Small-world",0.1
6,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.030648152419633,0.00739112459865324,"Small-world",0.9
6,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0302635587934081,0.0126075939218875,"Small-world",0.1
6,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0308444445891221,0.00829287600741711,"Small-world",0.9
6,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0304695084343561,0.0134972653350398,"Small-world",0.1
6,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0313465242882444,0.00814524919085416,"Small-world",0.9
6,"With (strong)",20,7,"Lowest","Clustering",150,0.0303862327219938,0.0131457989660577,"Small-world",0.1
6,"With (strong)",20,7,"Lowest","Clustering",150,0.0301899820460228,0.00751686928149351,"Small-world",0.9
6,"With (strong)",20,7,"Lowest","Degree",150,0.0301163788724812,0.0135168673468292,"Small-world",0.1
6,"With (strong)",20,7,"Lowest","Degree",150,0.0310207327656893,0.00776204662816805,"Small-world",0.9
6,"With (strong)",20,7,"Random","No biased agents",150,0.0304691779234299,0.0128445029877441,"Small-world",0.1
6,"With (strong)",20,7,"Random","No biased agents",150,0.0296030100395212,0.00733390331080624,"Small-world",0.9
7,"Without",0,NA,"None","No biased agents",150,0.0984688623267976,0.0368898664939976,"Small-world",0.1
7,"Without",0,NA,"None","No biased agents",150,0.0983043474936875,0.0188468285243592,"Small-world",0.9
7,"Without",20,7,"Highest","Betweenness c.",150,0.269030237530461,0.0742212565483312,"Small-world",0.1
7,"Without",20,7,"Highest","Betweenness c.",150,0.310079179120264,0.031615740155339,"Small-world",0.9
7,"Without",20,7,"Highest","Closeness c.",150,0.25414158693881,0.104740724516965,"Small-world",0.1
7,"Without",20,7,"Highest","Closeness c.",150,0.298975432982866,0.037670687236617,"Small-world",0.9
7,"Without",20,7,"Highest","Eigenvector c.",150,0.248190959410458,0.132014113185155,"Small-world",0.1
7,"Without",20,7,"Highest","Eigenvector c.",150,0.296384799668957,0.0441099179491231,"Small-world",0.9
7,"Without",20,7,"Highest","Clustering",150,0.258008456003921,0.0800211679753033,"Small-world",0.1
7,"Without",20,7,"Highest","Clustering",150,0.271427417691083,0.042164510061153,"Small-world",0.9
7,"Without",20,7,"Highest","Degree",150,0.283116628196173,0.0713252906062807,"Small-world",0.1
7,"Without",20,7,"Highest","Degree",150,0.309810209034867,0.0338924654611327,"Small-world",0.9
7,"Without",20,7,"Lowest","Betweenness c.",150,0.247026846191243,0.083389415564935,"Small-world",0.1
7,"Without",20,7,"Lowest","Betweenness c.",150,0.226725680073258,0.0299336067108596,"Small-world",0.9
7,"Without",20,7,"Lowest","Closeness c.",150,0.238117336841155,0.142612282853719,"Small-world",0.1
7,"Without",20,7,"Lowest","Closeness c.",150,0.227664141575482,0.0394223584200778,"Small-world",0.9
7,"Without",20,7,"Lowest","Eigenvector c.",150,0.231839489847979,0.143433276888723,"Small-world",0.1
7,"Without",20,7,"Lowest","Eigenvector c.",150,0.224667270672191,0.0427706272763564,"Small-world",0.9
7,"Without",20,7,"Lowest","Clustering",150,0.264175954708963,0.0828296553843744,"Small-world",0.1
7,"Without",20,7,"Lowest","Clustering",150,0.264135678378327,0.0339993652827404,"Small-world",0.9
7,"Without",20,7,"Lowest","Degree",150,0.248681918829966,0.0682722981447605,"Small-world",0.1
7,"Without",20,7,"Lowest","Degree",150,0.229659111626853,0.0304055382089953,"Small-world",0.9
7,"Without",20,7,"Random","No biased agents",150,0.269587586826637,0.0731512850777308,"Small-world",0.1
7,"Without",20,7,"Random","No biased agents",150,0.264441593387517,0.0326826376747147,"Small-world",0.9
7,"With (weak)",0,NA,"None","No biased agents",150,0.0687638834304259,0.0261044356637984,"Small-world",0.1
7,"With (weak)",0,NA,"None","No biased agents",150,0.065865361965361,0.013912009576354,"Small-world",0.9
7,"With (weak)",20,7,"Highest","Betweenness c.",150,0.209831129851964,0.0629466460398513,"Small-world",0.1
7,"With (weak)",20,7,"Highest","Betweenness c.",150,0.24083980356217,0.0261364558260244,"Small-world",0.9
7,"With (weak)",20,7,"Highest","Closeness c.",150,0.197537297662086,0.0923707474655267,"Small-world",0.1
7,"With (weak)",20,7,"Highest","Closeness c.",150,0.230588378910524,0.0315434001352054,"Small-world",0.9
7,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.196699572656471,0.119157518783073,"Small-world",0.1
7,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.228090257081288,0.0377417100840222,"Small-world",0.9
7,"With (weak)",20,7,"Highest","Clustering",150,0.197991418251796,0.0678316642293054,"Small-world",0.1
7,"With (weak)",20,7,"Highest","Clustering",150,0.212452500313422,0.0345138193461579,"Small-world",0.9
7,"With (weak)",20,7,"Highest","Degree",150,0.221522229468844,0.0615084822055471,"Small-world",0.1
7,"With (weak)",20,7,"Highest","Degree",150,0.240905154497749,0.0279942356385897,"Small-world",0.9
7,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.191847493518115,0.0701971368566676,"Small-world",0.1
7,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.175686793065353,0.0249165291183469,"Small-world",0.9
7,"With (weak)",20,7,"Lowest","Closeness c.",150,0.187533239682362,0.122415655318794,"Small-world",0.1
7,"With (weak)",20,7,"Lowest","Closeness c.",150,0.172155640706152,0.0324287912724244,"Small-world",0.9
7,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.181618092670411,0.125979018435089,"Small-world",0.1
7,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.172707311550389,0.0375529442558608,"Small-world",0.9
7,"With (weak)",20,7,"Lowest","Clustering",150,0.204360217799165,0.0724124761448793,"Small-world",0.1
7,"With (weak)",20,7,"Lowest","Clustering",150,0.202745440850637,0.0302746337148361,"Small-world",0.9
7,"With (weak)",20,7,"Lowest","Degree",150,0.191033928021003,0.0571586712453722,"Small-world",0.1
7,"With (weak)",20,7,"Lowest","Degree",150,0.172634627420743,0.0257737465878485,"Small-world",0.9
7,"With (weak)",20,7,"Random","No biased agents",150,0.204982140773267,0.0652099435507108,"Small-world",0.1
7,"With (weak)",20,7,"Random","No biased agents",150,0.207535119568267,0.0297137059103249,"Small-world",0.9
7,"With (strong)",0,NA,"None","No biased agents",150,0.0332271952272501,0.0141827302317415,"Small-world",0.1
7,"With (strong)",0,NA,"None","No biased agents",150,0.033660448953289,0.00827626371356985,"Small-world",0.9
7,"With (strong)",20,7,"Highest","Betweenness c.",150,0.130587556668403,0.0452791988089954,"Small-world",0.1
7,"With (strong)",20,7,"Highest","Betweenness c.",150,0.146479871337639,0.0204115964632151,"Small-world",0.9
7,"With (strong)",20,7,"Highest","Closeness c.",150,0.122938035583072,0.0647913550846667,"Small-world",0.1
7,"With (strong)",20,7,"Highest","Closeness c.",150,0.144325341379786,0.0235415740986459,"Small-world",0.9
7,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.12422567741722,0.0848500481784971,"Small-world",0.1
7,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.141871207663834,0.0278833387174139,"Small-world",0.9
7,"With (strong)",20,7,"Highest","Clustering",150,0.121262994467724,0.0478184382004969,"Small-world",0.1
7,"With (strong)",20,7,"Highest","Clustering",150,0.127888493439839,0.0273532085729265,"Small-world",0.9
7,"With (strong)",20,7,"Highest","Degree",150,0.133638341033789,0.0435445333890787,"Small-world",0.1
7,"With (strong)",20,7,"Highest","Degree",150,0.148632122326348,0.0205531632125326,"Small-world",0.9
7,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.118122713989042,0.0496917150902589,"Small-world",0.1
7,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.10489938556164,0.0178367842653894,"Small-world",0.9
7,"With (strong)",20,7,"Lowest","Closeness c.",150,0.116447292345395,0.0897619500366574,"Small-world",0.1
7,"With (strong)",20,7,"Lowest","Closeness c.",150,0.105151662201629,0.0244884412057199,"Small-world",0.9
7,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.114540428933697,0.0931852824274895,"Small-world",0.1
7,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.106890842026192,0.0284978802182954,"Small-world",0.9
7,"With (strong)",20,7,"Lowest","Clustering",150,0.126408083333369,0.0490485225005563,"Small-world",0.1
7,"With (strong)",20,7,"Lowest","Clustering",150,0.124963500773172,0.0219165556536422,"Small-world",0.9
7,"With (strong)",20,7,"Lowest","Degree",150,0.115220704054268,0.0388233214986363,"Small-world",0.1
7,"With (strong)",20,7,"Lowest","Degree",150,0.105713796372153,0.0191017245406803,"Small-world",0.9
7,"With (strong)",20,7,"Random","No biased agents",150,0.124233494452568,0.0436112555752324,"Small-world",0.1
7,"With (strong)",20,7,"Random","No biased agents",150,0.126205311858167,0.0219204695371571,"Small-world",0.9
8,"Without",0,NA,"None","No biased agents",150,0.101309580706125,0.0360556566918943,"Small-world",0.1
8,"Without",0,NA,"None","No biased agents",150,0.0997888160458901,0.019001856805521,"Small-world",0.9
8,"Without",20,7,"Highest","Betweenness c.",150,0.0810464118807749,0.0318087771414889,"Small-world",0.1
8,"Without",20,7,"Highest","Betweenness c.",150,0.0754853076614141,0.0160504261471408,"Small-world",0.9
8,"Without",20,7,"Highest","Closeness c.",150,0.0835432921579207,0.0356502377381817,"Small-world",0.1
8,"Without",20,7,"Highest","Closeness c.",150,0.0773089562253166,0.0167994553086626,"Small-world",0.9
8,"Without",20,7,"Highest","Eigenvector c.",150,0.0830643978900555,0.0348963071437706,"Small-world",0.1
8,"Without",20,7,"Highest","Eigenvector c.",150,0.0786516926020078,0.0157430432382315,"Small-world",0.9
8,"Without",20,7,"Highest","Clustering",150,0.081841546136591,0.0297186914926964,"Small-world",0.1
8,"Without",20,7,"Highest","Clustering",150,0.0790946511467222,0.0160432010284803,"Small-world",0.9
8,"Without",20,7,"Highest","Degree",150,0.0808508449213838,0.0311314079821993,"Small-world",0.1
8,"Without",20,7,"Highest","Degree",150,0.0765072830296637,0.0158685354164327,"Small-world",0.9
8,"Without",20,7,"Lowest","Betweenness c.",150,0.0856381558893231,0.0316813579222593,"Small-world",0.1
8,"Without",20,7,"Lowest","Betweenness c.",150,0.0854319426242753,0.0173101800608189,"Small-world",0.9
8,"Without",20,7,"Lowest","Closeness c.",150,0.0839899235280683,0.0345105128385407,"Small-world",0.1
8,"Without",20,7,"Lowest","Closeness c.",150,0.087395353085499,0.0182817021363826,"Small-world",0.9
8,"Without",20,7,"Lowest","Eigenvector c.",150,0.084539174981509,0.0335690938689217,"Small-world",0.1
8,"Without",20,7,"Lowest","Eigenvector c.",150,0.0879671086033669,0.0175106658872309,"Small-world",0.9
8,"Without",20,7,"Lowest","Clustering",150,0.0820883290861125,0.0326109430807082,"Small-world",0.1
8,"Without",20,7,"Lowest","Clustering",150,0.0812782148969735,0.0167241241022239,"Small-world",0.9
8,"Without",20,7,"Lowest","Degree",150,0.0851302181111786,0.0328435671235908,"Small-world",0.1
8,"Without",20,7,"Lowest","Degree",150,0.0858385188741131,0.0177096696257175,"Small-world",0.9
8,"Without",20,7,"Random","No biased agents",150,0.0804588685558863,0.0296423200085366,"Small-world",0.1
8,"Without",20,7,"Random","No biased agents",150,0.0817472170651068,0.0162634790699134,"Small-world",0.9
8,"With (weak)",0,NA,"None","No biased agents",150,0.0664222246728466,0.025258862020908,"Small-world",0.1
8,"With (weak)",0,NA,"None","No biased agents",150,0.0678456289647496,0.0147750423209467,"Small-world",0.9
