"rep_id","network_type","size","clustering","pathlength","value_lang_start","assortativity","exponent","init_lang_exp","node_degree","path_type","exp_type","size_type","neigh_type","clus_type","ass_type","mean_lang","inter_var","mean_intra_var","std_intra_var"
6546,"Scalefree",50,0,3.45959183673469,0.611107836986992,-0.295416992781981,2.80548642177058,"With (strong)",2,"Low","None","None",NA,NA,"None",0.511792636810124,2.65178267300265e-05,0.00792354604435006,1.04229159031924e-05
6559,"Scalefree",50,0,3.90122448979592,0.553239565808676,-0.450447152345588,2.77015814147354,"With (strong)",2,"None","None","None",NA,NA,"Low",0.483197217627497,2.66815252947788e-05,0.0171209445059347,1.02797280214952e-05
6564,"Scalefree",50,0,4.4269387755102,0.547361677492864,-0.286254369070547,2.80098754071556,"With (strong)",2,"None","None","Low",NA,NA,"None",0.491149707290294,2.47887147921919e-05,0.0177829394344386,1.09256938890134e-05
6587,"Scalefree",50,0,3.91755102040816,0.579881494675229,-0.297911627505183,3.01987963210251,"With (strong)",2,"None","High","None",NA,NA,"None",0.51621182552509,2.58070789373944e-05,0.00988825985674197,1.04655031963656e-05
6607,"Scalefree",50,0,3.96244897959184,0.552701517699496,-0.16760283292049,2.78875349817505,"With (strong)",2,"None","None","None",NA,NA,"High",0.493001290303087,2.52147122640526e-05,0.0148462424257861,1.08315219019506e-05
6678,"Scalefree",50,0,4.04571428571429,0.502715016499907,-0.265064964157706,2.59812852393959,"With (strong)",2,"None","Low","None",NA,NA,"None",0.500609030749616,2.60565660912239e-05,0.0170089881831807,1.10294091360731e-05
6731,"Scalefree",50,0,3.95102040816327,0.589688453420427,-0.1239092495637,2.81348766232717,"With (strong)",2,"None","None","None",NA,NA,"High",0.51361606452545,2.4748321653041e-05,0.0181961750271826,1.06274513552296e-05
6741,"Scalefree",50,0,4.04897959183673,0.629966412424941,-0.206293706293706,2.62847698640394,"With (strong)",2,"None","Low","None",NA,NA,"None",0.493382608399439,2.50005471501118e-05,0.0180014437153527,1.07700973405413e-05
6777,"Scalefree",50,0,4.08816326530612,0.503102123254892,-0.250825612738535,3.09523061352537,"With (strong)",2,"None","High","None",NA,NA,"None",0.489470225472514,2.53980087354549e-05,0.0276196538530718,1.05648606096763e-05
6811,"Scalefree",50,0,4.11428571428571,0.582321325633621,-0.500494522215459,2.75443687126216,"With (strong)",2,"None","None","None",NA,NA,"Low",0.522630657408484,2.74315813705433e-05,0.00828965806775271,1.04092742442707e-05
6836,"Scalefree",50,0,3.85469387755102,0.580860308422655,-0.438875895608271,2.81310912555127,"With (strong)",2,"None","None","None",NA,NA,"Low",0.493052670767541,2.74935776244817e-05,0.00746913575577041,1.02979157104756e-05
6840,"Scalefree",50,0,4.02285714285714,0.566617186897539,-0.2401780989398,3.04538487040055,"With (strong)",2,"None","High","None",NA,NA,"None",0.507180682639972,2.4910194723773e-05,0.0102835257696013,1.03910362571649e-05
6865,"Scalefree",50,0,3.98612244897959,0.557961392075069,-0.294574143342362,3.06252756237936,"With (strong)",2,"None","High","None",NA,NA,"None",0.489451627789254,2.53629059813339e-05,0.0134054310142648,1.02483128587638e-05
6873,"Scalefree",50,0,3.94285714285714,0.583657174556077,-0.287272126452608,2.56790944271164,"With (strong)",2,"None","Low","None",NA,NA,"None",0.490273922027126,2.61343180107539e-05,0.0162105451629044,1.09610719844609e-05
6901,"Scalefree",50,0,4.1265306122449,0.566582517440697,-0.206447425356988,2.78452668224252,"With (strong)",2,"None","None","None",NA,NA,"High",0.519619459832136,2.474226118582e-05,0.0161978105484728,1.06411749451581e-05
6924,"Scalefree",50,0,4.37061224489796,0.619149459004381,-0.34290226681531,2.82716544464541,"With (strong)",2,"None","None","Low",NA,NA,"None",0.490222107609585,2.56996752464063e-05,0.0238202326366906,1.07141120422114e-05
6932,"Scalefree",50,0,4.01877551020408,0.505372312683536,-0.27462059176766,3.02864569472721,"With (strong)",2,"None","High","None",NA,NA,"None",0.501678746974611,2.51148226415915e-05,0.00799337652893691,1.05448762860614e-05
6949,"Scalefree",50,0,4.40489795918367,0.653205041647499,-0.263286763646839,2.89616633653134,"With (strong)",2,"None","None","Low",NA,NA,"None",0.488673842009205,2.48260131194867e-05,0.022111510651096,1.08542679925434e-05
6950,"Scalefree",50,0,3.99102040816327,0.554675277816129,-0.298506865217566,2.59246538455948,"With (strong)",2,"None","Low","None",NA,NA,"None",0.499809613981578,2.62255861151387e-05,0.0183376909284638,1.08581550962072e-05
6957,"Scalefree",50,0,3.98612244897959,0.555351372786639,-0.232459624040243,2.50040295875697,"With (strong)",2,"None","Low","None",NA,NA,"None",0.503446046442262,2.60697838782746e-05,0.0083702914315022,1.1042506274716e-05
6964,"Scalefree",50,0,4.92163265306122,0.571115673886091,-0.336078960448768,2.73440916238143,"With (strong)",2,"High","None","None",NA,NA,"None",0.505655557875594,2.47334378427968e-05,0.00840280481484112,1.0987722959841e-05
6973,"Scalefree",50,0,3.97551020408163,0.583980708837464,-0.223500611995104,3.07455588205792,"With (strong)",2,"None","High","None",NA,NA,"None",0.483784620541994,2.45591142485726e-05,0.00822045238505201,1.00491277275351e-05
6999,"Scalefree",50,0,4.05469387755102,0.623096096454346,-0.266800044459265,3.02566390815067,"With (strong)",2,"None","High","None",NA,NA,"None",0.497072487503038,2.54019657225125e-05,0.0155224410666293,1.06094510654452e-05
7012,"Scalefree",50,0,4.43102040816327,0.552996862683268,-0.294653369346908,2.84626424340676,"With (strong)",2,"None","None","Low",NA,NA,"None",0.496727343067727,2.54209304494233e-05,0.00836523755906007,1.09558390538223e-05
7019,"Scalefree",50,0,4.38285714285714,0.581494960204915,-0.331540833154083,2.86779430747619,"With (strong)",2,"None","None","Low",NA,NA,"None",0.492357153470971,2.53382450484802e-05,0.0153627315484908,1.0707313941553e-05
7028,"Scalefree",50,0,3.29387755102041,0.603486264709602,-0.31283722917189,2.76853204721761,"With (strong)",2,"Low","None","None",NA,NA,"None",0.504445879097907,2.71044559403213e-05,0.0113947861731225,1.04017112414036e-05
7030,"Scalefree",50,0,3.99428571428571,0.53324525777594,-0.481983541944953,2.77232809678189,"With (strong)",2,"None","None","None",NA,NA,"Low",0.506657750455619,2.72677249527678e-05,0.0153257200064961,1.02394693413586e-05
7110,"Scalefree",50,0,3.97795918367347,0.599367724958769,-0.45273127753304,2.81460684436741,"With (strong)",2,"None","None","None",NA,NA,"Low",0.486423029653392,2.69133566261069e-05,0.0117840864187002,1.03501738105691e-05
7133,"Scalefree",50,0,3.48816326530612,0.516703888289272,-0.336742147552958,2.83525015161107,"With (strong)",2,"Low","None","None",NA,NA,"None",0.511435397489488,2.71387919709642e-05,0.006930638255427,1.04118303254014e-05
7136,"Scalefree",50,0,4.85632653061224,0.520668272970537,-0.304529124967924,2.73575047656956,"With (strong)",2,"High","None","None",NA,NA,"None",0.48303737575057,2.52950360947517e-05,0.0211939086356514,1.11051630951416e-05
7140,"Scalefree",50,0,4.12163265306122,0.615213629715348,-0.4819120200656,2.81148781668324,"With (strong)",2,"None","None","None",NA,NA,"Low",0.481909440986365,2.61860021935278e-05,0.0128910830964238,1.04861267042554e-05
7168,"Scalefree",50,0,3.39265306122449,0.448690122736384,-0.323103146364636,2.72293025717082,"With (strong)",2,"Low","None","None",NA,NA,"None",0.514528676778506,2.71266661908273e-05,0.00710303601072525,1.04013348077794e-05
7210,"Scalefree",50,0,4.13551020408163,0.566488226946568,-0.44734462595696,2.77882093274168,"With (strong)",2,"None","None","None",NA,NA,"Low",0.517539877442685,2.66809466165179e-05,0.010369322072981,1.06401476966572e-05
7224,"Scalefree",50,0,4.02612244897959,0.518671386492572,-0.437685663360906,2.77613631122833,"With (strong)",2,"None","None","None",NA,NA,"Low",0.494397624080876,2.63803876230253e-05,0.0154618401159695,1.02738894225549e-05
7376,"Scalefree",50,0,4.02530612244898,0.527325828919003,-0.137747097583935,2.81450289233519,"With (strong)",2,"None","None","None",NA,NA,"High",0.49749557357484,2.47213412004406e-05,0.0120333847056462,1.0673789082834e-05
7379,"Scalefree",50,0,3.35510204081633,0.573157500855776,-0.276325546903967,2.79844013098407,"With (strong)",2,"Low","None","None",NA,NA,"None",0.528958036185285,2.65158805682312e-05,0.0201973761159021,1.0412518347237e-05
7401,"Scalefree",50,0,4.37469387755102,0.572735393895122,-0.297027554784118,2.83441031740876,"With (strong)",2,"None","None","Low",NA,NA,"None",0.491711532795375,2.50655458161968e-05,0.0124279054038257,1.09956492476962e-05
7413,"Scalefree",50,0,4.48489795918367,0.488848374181805,-0.300356738884539,2.8224124766414,"With (strong)",2,"None","None","Low",NA,NA,"None",0.503861844883828,2.53704359064769e-05,0.0266916177969864,1.10261234070266e-05
7431,"Scalefree",50,0,4.49795918367347,0.563676561726863,-0.27373068432671,2.88903618003486,"With (strong)",2,"None","None","Low",NA,NA,"None",0.505921790563484,2.52932564939441e-05,0.0173508553516541,1.07725826367626e-05
7439,"Scalefree",50,0,3.99836734693878,0.544459038188392,-0.200640844406748,2.80932682207059,"With (strong)",2,"None","None","None",NA,NA,"High",0.512881309598427,2.50137828727667e-05,0.0148209078866607,1.06996343165101e-05
7449,"Scalefree",50,0,4.91428571428571,0.550268112417781,-0.298495714535596,2.76025881874394,"With (strong)",2,"High","None","None",NA,NA,"None",0.496439370523151,2.4431746062677e-05,0.00806163550799346,1.0933350207596e-05
7484,"Scalefree",50,0,4.96571428571429,0.546492433667222,-0.279519961403932,2.74586432579019,"With (strong)",2,"High","None","None",NA,NA,"None",0.498667921878368,2.42707522587361e-05,0.022539910099642,1.07505509714005e-05
7490,"Scalefree",50,0,4.12734693877551,0.549175790801031,-0.188343771746694,2.8135870019471,"With (strong)",2,"None","None","None",NA,NA,"High",0.505416879005418,2.49926257860224e-05,0.0169331995082446,1.07170094909983e-05
7526,"Scalefree",50,0,3.91265306122449,0.559041929744449,-0.267079794965955,3.04519463284852,"With (strong)",2,"None","High","None",NA,NA,"None",0.489914162094615,2.55229652390185e-05,0.0169006315772927,1.04671322451388e-05
7554,"Scalefree",50,0,3.43836734693878,0.495057530976937,-0.33838319338463,2.8134441011602,"With (strong)",2,"Low","None","None",NA,NA,"None",0.498731306671011,2.71249211207957e-05,0.0149509088612862,1.0360217489458e-05
7620,"Scalefree",50,0,3.4669387755102,0.623403639403844,-0.33530583323758,2.7607428999709,"With (strong)",2,"Low","None","None",NA,NA,"None",0.493375997861062,2.72649687040077e-05,0.0226918070929717,1.05897657888246e-05
7659,"Scalefree",50,0,3.98204081632653,0.589963489254308,-0.0884146341463414,2.75775366051105,"With (strong)",2,"None","None","None",NA,NA,"High",0.515777931113714,2.4706528580191e-05,0.0164512562868587,1.0698268974146e-05
7665,"Scalefree",50,0,3.9469387755102,0.56694253754287,-0.431748248131772,2.81924662211709,"With (strong)",2,"None","None","None",NA,NA,"Low",0.504790498897799,2.64956024236401e-05,0.0201310729712765,1.04905665670684e-05
7738,"Scalefree",50,0,5.02204081632653,0.562864406932849,-0.279331439807735,2.72949461274897,"With (strong)",2,"High","None","None",NA,NA,"None",0.512931717338234,2.41438021082511e-05,0.0152597093606433,1.08802447533174e-05
7757,"Scalefree",50,0,3.9934693877551,0.56313668261201,-0.271328056288478,2.65795542903064,"With (strong)",2,"None","Low","None",NA,NA,"None",0.512786665054347,2.59479641383526e-05,0.00857335498893085,1.08068517912133e-05
7765,"Scalefree",50,0,4.06775510204082,0.569394667773625,-0.292099903526638,2.66567437978996,"With (strong)",2,"None","Low","None",NA,NA,"None",0.494352062260452,2.59335944803096e-05,0.015497487005236,1.11200812101298e-05
7772,"Scalefree",50,0,4.11510204081633,0.583849402234957,-0.169270833333333,2.81060521537056,"With (strong)",2,"None","None","None",NA,NA,"High",0.492276998697122,2.52369179479164e-05,0.0127865402110071,1.08566008900426e-05
7845,"Scalefree",50,0,3.31265306122449,0.564660548073659,-0.326233352696917,2.72604960977325,"With (strong)",2,"Low","None","None",NA,NA,"None",0.520764525354858,2.74117968418645e-05,0.0198417656911684,1.03838241757827e-05
7880,"Scalefree",50,0,4.00081632653061,0.571186889028835,-0.221523477812177,3.07058467482206,"With (strong)",2,"None","High","None",NA,NA,"None",0.460997560860048,2.52530954986937e-05,0.00945704578265085,1.0742765112637e-05
7897,"Scalefree",50,0,4.37224489795918,0.537935666961825,-0.31648676821682,2.80927665039758,"With (strong)",2,"None","None","Low",NA,NA,"None",0.504137470864175,2.5865165092745e-05,0.0200479705489602,1.08711992458162e-05
7905,"Scalefree",50,0,4.07673469387755,0.538687431157381,-0.200671524503501,3.04538487040055,"With (strong)",2,"None","High","None",NA,NA,"None",0.494265826458747,2.4838536593664e-05,0.012934416988106,1.05116566913307e-05
7908,"Scalefree",50,0,3.44408163265306,0.586110780598938,-0.311295841702001,2.73162807839762,"With (strong)",2,"Low","None","None",NA,NA,"None",0.504451802818689,2.68157189657914e-05,0.0133612728660594,1.04205002921612e-05
7924,"Scalefree",50,0,3.49142857142857,0.596780408265461,-0.27289769683985,2.76015116114436,"With (strong)",2,"Low","None","None",NA,NA,"None",0.496526131242698,2.66417902311531e-05,0.019209449643716,1.06390974193284e-05
7946,"Scalefree",50,0,4.06204081632653,0.549303707993653,-0.443610156202883,2.76579739691269,"With (strong)",2,"None","None","None",NA,NA,"Low",0.487467129785383,2.66116588599681e-05,0.0170340764706211,1.07000055103349e-05
8004,"Scalefree",50,0,4.00571428571429,0.597860435461566,-0.199470724445915,2.79425899251076,"With (strong)",2,"None","None","None",NA,NA,"High",0.501615639507423,2.52816430170007e-05,0.0109878764068449,1.07876766227691e-05
8023,"Scalefree",50,0,3.90448979591837,0.602649743601243,-0.266400547933478,3.15424242327713,"With (strong)",2,"None","High","None",NA,NA,"None",0.504014956590806,2.45522503014818e-05,0.0123635031131522,9.99320344962025e-06
8030,"Scalefree",50,0,3.97469387755102,0.551343138950815,-0.260837070254111,3.13669221925097,"With (strong)",2,"None","High","None",NA,NA,"None",0.481215841038927,2.49455048646722e-05,0.00891021038000619,1.03404090163133e-05
8061,"Scalefree",50,0,3.95265306122449,0.599086215363888,-0.254125412541254,2.66495960911214,"With (strong)",2,"None","Low","None",NA,NA,"None",0.516181847196835,2.59587853049346e-05,0.0128339078598305,1.0786660591242e-05
8103,"Scalefree",50,0,3.97469387755102,0.589538186073402,-0.28981117965975,2.57643558292708,"With (strong)",2,"None","Low","None",NA,NA,"None",0.507624972858738,2.58921423362835e-05,0.0185417891258808,1.0837918725984e-05
8123,"Scalefree",50,0,4.47591836734694,0.545595896513202,-0.271571671255345,2.85169838963602,"With (strong)",2,"None","None","Low",NA,NA,"None",0.497720154381315,2.46927149642905e-05,0.0149897700606203,1.09982594658227e-05
8127,"Scalefree",50,0,4.86612244897959,0.561892107797624,-0.315490185357318,2.74093221677365,"With (strong)",2,"High","None","None",NA,NA,"None",0.490586187185217,2.4914863129582e-05,0.0181566312828394,1.08292038862879e-05
8162,"Scalefree",50,0,4.85795918367347,0.62697039490101,-0.328137069026052,2.74093221677365,"With (strong)",2,"High","None","None",NA,NA,"None",0.496641565403458,2.48997857897035e-05,0.0276894145911294,1.08550183217573e-05
8175,"Scalefree",50,0,3.98367346938775,0.546542703127928,-0.446392402961782,2.76100866386385,"With (strong)",2,"None","None","None",NA,NA,"Low",0.476661790245785,2.71101039199611e-05,0.0233845576910024,1.05285683731425e-05
8193,"Scalefree",50,0,3.96734693877551,0.532062206935055,-0.285231994459834,3.01679921428124,"With (strong)",2,"None","High","None",NA,NA,"None",0.501480828721333,2.51259910890055e-05,0.0168349684336881,1.02359813341958e-05
8239,"Scalefree",50,0,5.00571428571429,0.50206151222138,-0.279850746268657,2.7136580359638,"With (strong)",2,"High","None","None",NA,NA,"None",0.485904173403247,2.46324017355918e-05,0.015551525304044,1.11159996324304e-05
8272,"Scalefree",50,0,3.41714285714286,0.570721905538217,-0.330362694300518,2.73202710025034,"With (strong)",2,"Low","None","None",NA,NA,"None",0.487600357257679,2.71098129789255e-05,0.0121982090582792,1.04597898170564e-05
8301,"Scalefree",50,0,3.98122448979592,0.537846053864226,-0.252238655800382,2.99612540814829,"With (strong)",2,"None","High","None",NA,NA,"None",0.494120251310451,2.50558695925292e-05,0.0173279315246512,1.02865503822533e-05
8303,"Scalefree",50,0,4.08,0.515066542390743,-0.188326513030368,2.81940529700217,"With (strong)",2,"None","None","None",NA,NA,"High",0.498256590415337,2.5392652327251e-05,0.00763387229912642,1.10007494187128e-05
8366,"Scalefree",50,0,4.4669387755102,0.591824675952526,-0.301519652158939,2.80222329259514,"With (strong)",2,"None","None","Low",NA,NA,"None",0.52518384495614,2.49464084478695e-05,0.0117137783202735,1.04478296943706e-05
8406,"Scalefree",50,0,3.98204081632653,0.557553770402724,-0.216179827899081,2.6230261894419,"With (strong)",2,"None","Low","None",NA,NA,"None",0.482823330758244,2.55949361795732e-05,0.00439115735979117,1.08602183809708e-05
8431,"Scalefree",50,0,3.91918367346939,0.633230034875419,-0.257191201353638,2.54032502139296,"With (strong)",2,"None","Low","None",NA,NA,"None",0.509198857623357,2.63696330127452e-05,0.0110641951986676,1.10127388046777e-05
8433,"Scalefree",50,0,3.90204081632653,0.561684362680437,-0.431612514004999,2.80415599876789,"With (strong)",2,"None","None","None",NA,NA,"Low",0.498027004583003,2.62581982953046e-05,0.0101895995805505,1.04288084232415e-05
8450,"Scalefree",50,0,5.12734693877551,0.633055385868218,-0.290644868301544,2.79023502883661,"With (strong)",2,"High","None","None",NA,NA,"None",0.489689157088075,2.44206372352014e-05,0.0171838920962759,1.09480099991848e-05
8468,"Scalefree",50,0,3.87428571428571,0.550766648223102,-0.174145938399293,2.78921503046599,"With (strong)",2,"None","None","None",NA,NA,"High",0.497294807929177,2.47773767109419e-05,0.0166634829068813,1.0581171001311e-05
8471,"Scalefree",50,0,3.4269387755102,0.608588040946672,-0.335162719044868,2.78592949487482,"With (strong)",2,"Low","None","None",NA,NA,"None",0.494165759656618,2.69676238858041e-05,0.00954619712984807,1.02361907538315e-05
8522,"Scalefree",50,0,3.96,0.54583804159847,-0.192975080262957,2.75856678529717,"With (strong)",2,"None","None","None",NA,NA,"High",0.494352897019013,2.49366466153175e-05,0.0147816691101675,1.04595073516251e-05
8562,"Scalefree",50,0,5.01224489795918,0.48362734169528,-0.303599374021909,2.75395279003519,"With (strong)",2,"High","None","None",NA,NA,"None",0.485122003465906,2.4453956313183e-05,0.010270539864745,1.09385310635567e-05
8611,"Scalefree",50,0,4.86612244897959,0.646594134866073,-0.287319665907365,2.7516726587301,"With (strong)",2,"High","None","None",NA,NA,"None",0.51957958772883,2.48267933353575e-05,0.0129066967277685,1.09154042490996e-05
8616,"Scalefree",50,0,3.94285714285714,0.511800285270339,-0.489872366135488,2.75466605347269,"With (strong)",2,"None","None","None",NA,NA,"Low",0.475348532548589,2.7596618408229e-05,0.0136313527606285,1.01687876889531e-05
8641,"Scalefree",50,0,3.93714285714286,0.573499629302385,-0.450934579439252,2.78592949487482,"With (strong)",2,"None","None","None",NA,NA,"Low",0.517074717333751,2.69102230159311e-05,0.0189806851718596,1.03570415804252e-05
8688,"Scalefree",50,0,4.86857142857143,0.58446522684411,-0.29056716715718,2.80990671725062,"With (strong)",2,"High","None","None",NA,NA,"None",0.488508162623223,2.46964875196162e-05,0.0127316182747824,1.06653837340233e-05
8689,"Scalefree",50,0,4.99755102040816,0.569997255687688,-0.270893371757925,2.73446071548024,"With (strong)",2,"High","None","None",NA,NA,"None",0.468899397725647,2.40169306756093e-05,0.0211424566022286,1.06358252061959e-05
8719,"Scalefree",50,0,3.36816326530612,0.594690089419497,-0.339824683733439,2.78592949487482,"With (strong)",2,"Low","None","None",NA,NA,"None",0.486705704446543,2.69504295996173e-05,0.01159510195181,1.02749447297024e-05
8734,"Scalefree",50,0,4.4269387755102,0.551887509928399,-0.290799280390645,2.82448523445635,"With (strong)",2,"None","None","Low",NA,NA,"None",0.517375551693933,2.46620957386426e-05,0.0117961637020717,1.07474440583173e-05
8759,"Scalefree",50,0,4.98122448979592,0.583884417963685,-0.283562540929928,2.81477176324242,"With (strong)",2,"High","None","None",NA,NA,"None",0.495825562248238,2.38328610534834e-05,0.0164750022924884,1.07822189338902e-05
8855,"Scalefree",50,0,4.06040816326531,0.537402920057682,-0.207575256367847,2.79425899251076,"With (strong)",2,"None","None","None",NA,NA,"High",0.504505253371213,2.52816430170007e-05,0.00976736521697943,1.07876766227691e-05
8891,"Scalefree",50,0,4.45142857142857,0.536800664949462,-0.265180660770238,2.86566764820526,"With (strong)",2,"None","None","Low",NA,NA,"None",0.504818798186996,2.50476559255678e-05,0.0147268645502994,1.06827886666252e-05
8944,"Scalefree",50,0,4.13551020408163,0.521558162695973,-0.444310219859869,2.79313145853544,"With (strong)",2,"None","None","None",NA,NA,"Low",0.500170784817167,2.66214027569159e-05,0.0149879406035785,1.07723277717039e-05
9048,"Scalefree",50,0,4.42938775510204,0.50351751630502,-0.288876013904983,2.80736999939615,"With (strong)",2,"None","None","Low",NA,NA,"None",0.485395747686862,2.49389308655929e-05,0.0140457990198343,1.08024965016194e-05
9058,"Scalefree",50,0,3.4465306122449,0.49222323161579,-0.316797128184673,2.79754604942307,"With (strong)",2,"Low","None","None",NA,NA,"None",0.503840703422193,2.70138301302783e-05,0.0111181006447793,1.05554888861282e-05
9086,"Scalefree",50,0,3.43265306122449,0.498069138083381,-0.299204110186014,2.77015814147354,"With (strong)",2,"Low","None","None",NA,NA,"None",0.519350096596667,2.66672003447429e-05,0.0115143758032818,1.03103450656797e-05
9097,"Scalefree",50,0,4.1069387755102,0.594182645742231,-0.480048489746439,2.81924662211709,"With (strong)",2,"None","None","None",NA,NA,"Low",0.506475466839152,2.64511650154495e-05,0.00724304141475014,1.05704737601437e-05
9122,"Scalefree",50,0,4.4269387755102,0.646318410070638,-0.331604380015073,2.81173803212844,"With (strong)",2,"None","None","Low",NA,NA,"None",0.493750076342391,2.55201641244196e-05,0.0172018714386195,1.05871259717876e-05
9171,"Scalefree",50,0,4.93714285714286,0.581866500883159,-0.321660948775582,2.81684994528242,"With (strong)",2,"High","None","None",NA,NA,"None",0.501605587924729,2.52919588243723e-05,0.0163192961731305,1.07708060068197e-05
9183,"Scalefree",50,0,4.40734693877551,0.544667871858398,-0.294028061307151,2.86537000721576,"With (strong)",2,"None","None","Low",NA,NA,"None",0.500752056090416,2.55423234245747e-05,0.0110516792241957,1.08327781872534e-05
9216,"Scalefree",50,0,4.13061224489796,0.638143099895883,-0.474795930210066,2.76164205347204,"With (strong)",2,"None","None","None",NA,NA,"Low",0.500682871034127,2.70050838869371e-05,0.0115916829859006,1.06555706710094e-05
9266,"Scalefree",50,0,3.92244897959184,0.524233464951549,-0.2992238766197,2.62403168397923,"With (strong)",2,"None","Low","None",NA,NA,"None",0.491958631042277,2.64648418878655e-05,0.0223085949827084,1.09145975034143e-05
9378,"Scalefree",50,0,4.14367346938776,0.50199981990034,-0.206447425356988,2.78452668224252,"With (strong)",2,"None","None","None",NA,NA,"High",0.491481250792184,2.474226118582e-05,0.0110772027134441,1.06411749451581e-05
9392,"Scalefree",50,0,3.44081632653061,0.562557490899617,-0.321718158143939,2.72835343543273,"With (strong)",2,"Low","None","None",NA,NA,"None",0.498921201781458,2.69008372002744e-05,0.0134892629581144,1.0353755549055e-05
9414,"Scalefree",50,0,3.43265306122449,0.537694102993625,-0.280164787622848,2.76663529526246,"With (strong)",2,"Low","None","None",NA,NA,"None",0.516501389845825,2.67087634403345e-05,0.00686025037669851,1.05645989000974e-05
9443,"Scalefree",50,0,4.07755102040816,0.633692897723782,-0.28836434025164,2.52322770288306,"With (strong)",2,"None","Low","None",NA,NA,"None",0.506629398708247,2.59199021716087e-05,0.00791991347742237,1.08546386383932e-05
9467,"Scalefree",50,0,3.11755102040816,0.516720525601035,-0.330974973641862,2.75443687126216,"With (strong)",2,"Low","None","None",NA,NA,"None",0.514429053158986,2.75120361010716e-05,0.0089007446252095,1.02365079325417e-05
9495,"Scalefree",50,0,3.93224489795918,0.461402373090388,-0.263601386371586,3.07917585932877,"With (strong)",2,"None","High","None",NA,NA,"None",0.512725200555582,2.55529894132471e-05,0.00632965521143881,1.05205535124002e-05
9498,"Scalefree",50,0,4.0465306122449,0.5265269142878,-0.459824100934751,2.78811714341092,"With (strong)",2,"None","None","None",NA,NA,"Low",0.492045328374431,2.68245605790857e-05,0.0131322541820267,1.04464980960073e-05
9518,"Scalefree",50,0,3.38775510204082,0.574135492872564,-0.326617541110002,2.80719152959095,"With (strong)",2,"Low","None","None",NA,NA,"None",0.531597894286706,2.70213671858305e-05,0.0183834415729332,1.02043897040497e-05
9551,"Scalefree",50,0,4.40326530612245,0.545346362930695,-0.302495409781338,2.83050472049188,"With (strong)",2,"None","None","Low",NA,NA,"None",0.504973355693989,2.50999992844316e-05,0.0252448437027705,1.06219234962581e-05
9587,"Scalefree",50,0,5.25959183673469,0.563309098116715,-0.307210031347962,2.73140223221625,"With (strong)",2,"High","None","None",NA,NA,"None",0.52097150287516,2.50322259050693e-05,0.0218425294731414,1.10108305202841e-05
9668,"Scalefree",50,0,3.90775510204082,0.556090132139167,-0.265974625144176,2.65919151842977,"With (strong)",2,"None","Low","None",NA,NA,"None",0.493421011200354,2.58910816446732e-05,0.0156141263392025,1.08522161734415e-05
9702,"Scalefree",50,0,3.93387755102041,0.532013330339897,-0.483929529232166,2.77663424381797,"With (strong)",2,"None","None","None",NA,NA,"Low",0.482346355551545,2.6930590620788e-05,0.00893105092715096,1.03165638996749e-05
9705,"Scalefree",50,0,4.06448979591837,0.597202326526219,-0.209876543209876,3.06030223430809,"With (strong)",2,"None","High","None",NA,NA,"None",0.493649019812348,2.49112380546512e-05,0.00689080897476507,1.04612363826393e-05
9710,"Scalefree",50,0,3.9869387755102,0.521556582737863,-0.281277835650769,3.13763713409936,"With (strong)",2,"None","High","None",NA,NA,"None",0.523025485972467,2.52628002178227e-05,0.0148743386823312,1.0367959001817e-05
9769,"Scalefree",50,0,4.07510204081633,0.57768057567932,-0.435268887260092,2.7828353924352,"With (strong)",2,"None","None","None",NA,NA,"Low",0.513640181810126,2.63474953098142e-05,0.0221018218129284,1.06701363557858e-05
9802,"Scalefree",50,0,4.85224489795918,0.598402395475904,-0.310715207849213,2.80836756816401,"With (strong)",2,"High","None","None",NA,NA,"None",0.496873585203428,2.43855402945803e-05,0.0224076353572988,1.06116592936914e-05
9805,"Scalefree",50,0,3.32571428571429,0.599748096944576,-0.337129022180568,2.72604960977325,"With (strong)",2,"Low","None","None",NA,NA,"None",0.513056990367848,2.73964783103565e-05,0.00789932925728527,1.04184656269987e-05
9842,"Scalefree",50,0,4.11755102040816,0.599724238407376,-0.11711259754738,2.75583063804608,"With (strong)",2,"None","None","None",NA,NA,"High",0.498456090156835,2.46816678240762e-05,0.00888447756189953,1.07235662733126e-05
9911,"Scalefree",50,0,4.42530612244898,0.527907776364224,-0.28494023245233,2.82772374290283,"With (strong)",2,"None","None","Low",NA,NA,"None",0.470852669204675,2.50040210402146e-05,0.00567325763130876,1.07111001052034e-05
9991,"Scalefree",50,0,3.95428571428571,0.548925242662322,-0.24635270471636,2.62270519531838,"With (strong)",2,"None","Low","None",NA,NA,"None",0.488493904899464,2.61253301139408e-05,0.00759335477802112,1.09512296832073e-05
10045,"Scalefree",50,0,4.44081632653061,0.539143159914613,-0.264363986376425,2.83873852557691,"With (strong)",2,"None","None","Low",NA,NA,"None",0.500597543366761,2.55145581894614e-05,0.0207751192118805,1.08404855567077e-05
10080,"Scalefree",50,0,3.44734693877551,0.623833367207392,-0.274928013773859,2.80415599876789,"With (strong)",2,"Low","None","None",NA,NA,"None",0.485545462639974,2.63059198703379e-05,0.00953548174946936,1.03335259323579e-05
